Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
24,,2025-01-15,19-282,ATL,@,CHI,W (+16),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
25,39.0,2025-01-14,19-281,ATL,,PHO,W (+5),1,17:19,.200,.200,5.4,20.8,12.2,0.0,0.0,0.0,28.6,15.7,42,120,-3.1,-23.0
26,38.0,2025-01-09,19-276,ATL,@,PHO,L (-8),1,19:21,.563,.500,6.5,6.9,6.7,0.0,2.6,0.0,18.4,12.9,100,132,3.6,-10.1
27,37.0,2025-01-07,19-274,ATL,@,UTA,W (+3),1,23:53,.500,.500,13.1,13.4,13.3,0.0,0.0,0.0,0.0,24.6,111,124,8.8,-8.6
28,36.0,2025-01-04,19-271,ATL,@,LAC,L (-26),1,28:11,.547,.500,3.5,16.2,9.4,17.3,1.5,0.0,14.4,20.0,101,120,9.5,-3.7
29,35.0,2025-01-03,19-270,ATL,@,LAL,L (-17),1,25:16,.415,.375,0.0,13.3,6.0,0.0,1.9,0.0,10.6,15.5,78,121,2.3,-10.3
30,34.0,2025-01-01,19-268,ATL,@,DEN,L (-19),1,31:39,.542,.542,8.9,0.0,5.2,8.4,0.0,2.4,7.7,16.0,113,131,9.8,-6.0
31,33.0,2024-12-29,19-265,ATL,@,TOR,W (+29),1,26:43,.788,.750,17.6,8.8,13.7,9.7,3.3,2.9,18.4,15.6,144,102,15.4,4.9
32,32.0,2024-12-28,19-264,ATL,,MIA,W (+10),1,27:17,.375,.375,8.2,7.6,7.9,4.8,0.0,0.0,7.7,21.0,83,119,3.5,-12.9
33,31.0,2024-12-26,19-262,ATL,,CHI,W (+8),1,23:28,.581,.542,5.2,20.0,12.8,17.2,2.0,0.0,17.9,29.1,109,127,9.2,-8.2
34,30.0,2024-12-23,19-259,ATL,,MIN,W (+13),1,19:11,.500,.500,0.0,0.0,0.0,7.4,0.0,0.0,37.5,18.6,64,120,-0.4,-14.3
35,29.0,2024-12-21,19-257,ATL,,MEM,L (-16),1,22:05,.571,.500,5.7,5.1,5.4,6.7,0.0,0.0,10.2,18.4,110,125,6.2,-6.4
36,28.0,2024-12-19,19-255,ATL,@,SAS,L (-7),1,22:09,.346,.346,10.4,9.8,10.1,0.0,4.1,0.0,0.0,24.1,83,113,4.3,-10.8
37,27.0,2024-12-14,19-250,ATL,@,MIL,L (-8),1,16:50,.333,.333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.4,47,114,-1.1,-11.6
38,26.0,2024-12-11,19-247,ATL,@,NYK,W (+8),1,17:25,.125,.125,0.0,5.7,2.6,13.7,0.0,5.4,11.1,20.0,42,105,-1.8,-14.1
39,25.0,2024-12-08,19-244,ATL,,DEN,L (-30),1,29:28,.367,.273,5.9,9.9,7.4,0.0,1.5,0.0,6.8,19.1,86,134,3.9,-11.8
40,24.0,2024-12-06,19-242,ATL,,LAL,W (+2),1,21:51,.500,.500,0.0,22.6,11.0,0.0,2.1,3.8,8.3,23.0,87,113,6.8,-5.8
41,23.0,2024-12-04,19-240,ATL,@,MIL,W (+15),1,18:47,.545,.545,16.3,5.4,10.9,0.0,0.0,0.0,0.0,22.4,124,111,7.5,-1.4
42,22.0,2024-12-02,19-238,ATL,,NOP,W (+12),1,24:24,.509,.500,0.0,3.6,2.1,5.0,1.8,3.4,7.3,22.0,102,109,7.4,-4.5
43,21.0,2024-11-30,19-236,ATL,@,CHO,W (+3),1,25:04,.700,.700,4.7,7.2,6.1,14.4,2.0,8.3,16.7,20.5,118,110,12.5,6.1
44,20.0,2024-11-29,19-235,ATL,,CLE,W (+16),1,20:35,.619,.625,6.0,8.6,7.5,6.7,2.3,4.2,10.1,20.2,114,99,8.1,2.6
45,19.0,2024-11-27,19-233,ATL,@,CLE,W (+11),1,17:05,.781,.750,0.0,11.5,5.9,0.0,2.7,6.0,0.0,24.9,153,113,14.3,13.0
46,18.0,2024-11-25,19-231,ATL,,DAL,L (-10),1,16:37,.313,.313,0.0,14.4,6.4,13.7,0.0,0.0,11.1,21.3,66,124,0.8,-12.8
47,17.0,2024-11-22,19-228,ATL,@,CHI,L (-14),1,15:54,.500,.500,0.0,9.1,3.6,7.0,2.8,0.0,20.0,11.9,86,127,1.8,-10.7
48,16.0,2024-11-20,19-226,ATL,@,GSW,L (-23),1,19:18,.551,.500,3.8,32.8,16.7,19.9,0.0,0.0,0.0,20.4,127,109,10.0,5.5
49,15.0,2024-11-18,19-224,ATL,@,SAC,W (+1),1,26:06,.705,.682,4.4,9.2,6.7,13.2,3.8,4.7,19.0,27.6,108,106,13.5,3.9
50,14.0,2024-11-17,19-223,ATL,@,POR,L (-4),1,21:17,.671,.500,5.9,13.8,10.4,14.0,0.0,0.0,19.6,18.7,127,117,8.2,-2.5
51,13.0,2024-11-15,19-221,ATL,,WAS,W (+12),1,27:14,.400,.333,0.0,6.7,3.3,9.1,0.0,0.0,6.8,20.5,88,114,4.4,-11.9
52,12.0,2024-11-12,19-218,ATL,@,BOS,W (+1),1,24:50,.288,.308,20.6,24.9,22.3,0.0,5.9,0.0,0.0,22.2,88,111,6.6,-8.3
53,11.0,2024-11-09,19-215,ATL,,CHI,L (-12),1,30:09,.511,.464,3.6,3.8,3.7,0.0,0.0,6.0,0.0,22.8,108,125,10.0,-5.1
54,10.0,2024-11-08,19-214,ATL,@,DET,L (-1),1,25:04,.400,.286,15.6,4.8,10.8,14.3,0.0,3.6,25.5,18.0,91,120,4.2,-9.5
55,9.0,2024-11-06,19-212,ATL,,NYK,W (+5),1,37:00,.751,.778,2.6,20.0,10.2,12.7,4.0,7.0,0.0,24.2,155,111,31.8,17.3
56,8.0,2024-11-04,19-210,ATL,,BOS,L (-30),1,30:08,.472,.433,3.4,6.9,5.1,11.6,0.0,0.0,11.2,24.5,89,125,6.8,-6.2
57,7.0,2024-11-03,19-209,ATL,@,NOP,W (+15),1,29:52,.396,.346,4.6,13.1,9.6,3.7,5.0,0.0,12.6,23.4,84,108,5.9,-11.5
58,6.0,2024-11-01,19-207,ATL,,SAC,L (-8),1,19:53,.167,.167,0.0,5.7,2.7,0.0,0.0,0.0,10.0,21.4,31,126,-4.8,-24.5
59,5.0,2024-10-30,19-205,ATL,@,WAS,L (-13),1,34:47,.551,.533,9.6,11.8,10.6,7.8,1.3,5.4,16.3,21.0,104,124,11.1,-5.6
60,4.0,2024-10-28,19-203,ATL,,WAS,L (-2),1,25:34,.215,.188,0.0,13.4,6.9,5.1,3.6,8.0,9.7,17.2,46,109,0.0,-13.9
61,3.0,2024-10-27,19-202,ATL,@,OKC,L (-24),1,26:55,.505,.500,10.5,12.4,11.4,14.1,1.8,3.6,7.2,20.0,110,126,11.3,3.1
62,2.0,2024-10-25,19-200,ATL,,CHO,W (+5),0,18:32,.425,.300,0.0,0.0,0.0,7.1,0.0,5.8,0.0,13.6,100,132,3.3,-6.5
63,1.0,2024-10-23,19-198,ATL,,BRK,W (+4),0,19:00,.359,.313,5.9,0.0,2.9,0.0,0.0,0.0,9.3,23.4,77,124,0.3,-17.2
