Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
25,,2025-01-14,25-323,ATL,,PHO,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,,2025-01-09,25-318,ATL,@,PHO,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,2025-01-07,25-316,ATL,@,UTA,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2025-01-04,25-313,ATL,@,LAC,L (-26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,,2025-01-03,25-312,ATL,@,LAL,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,2025-01-01,25-310,ATL,@,DEN,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,16.0,2024-12-29,25-307,ATL,@,TOR,W (+29),0,15:36,.563,.563,0.0,7.5,3.3,16.7,5.6,0.0,11.1,22.1,109,98,7.3,3.0
32,15.0,2024-12-28,25-306,ATL,,MIA,W (+10),0,13:31,.625,.625,0.0,15.4,8.0,19.2,3.6,0.0,0.0,13.1,138,109,5.2,2.2
33,,2024-12-26,25-304,ATL,,CHI,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,14.0,2024-12-23,25-301,ATL,,MIN,W (+13),0,1:24,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.9,0,120,-1.0,-41.2
35,13.0,2024-12-21,25-299,ATL,,MEM,L (-16),0,23:17,.625,.625,0.0,4.8,2.5,23.6,0.0,0.0,42.9,12.5,88,125,3.1,-7.5
36,,2024-12-19,25-297,ATL,@,SAS,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,,2024-12-14,25-292,ATL,@,MIL,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,,2024-12-11,25-289,ATL,@,NYK,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,,2024-12-08,25-286,ATL,,DEN,L (-30),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,,2024-12-06,25-284,ATL,,LAL,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,2024-12-04,25-282,ATL,@,MIL,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,,2024-12-02,25-280,ATL,,NOP,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,2024-11-30,25-278,ATL,@,CHO,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,,2024-11-29,25-277,ATL,,CLE,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,,2024-11-27,25-275,ATL,@,CLE,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,2024-11-25,25-273,ATL,,DAL,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,,2024-11-22,25-270,ATL,@,CHI,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,,2024-11-20,25-268,ATL,@,GSW,L (-23),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,,2024-11-18,25-266,ATL,@,SAC,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
50,12.0,2024-11-17,25-265,ATL,@,POR,L (-4),0,16:53,.000,.000,0.0,5.8,3.3,14.6,2.8,0.0,25.0,9.2,37,113,-1.6,-13.8
51,11.0,2024-11-15,25-263,ATL,,WAS,W (+12),0,14:46,.000,.000,6.0,12.3,9.1,14.1,2.9,5.2,0.0,2.6,120,102,3.7,0.7
52,10.0,2024-11-12,25-260,ATL,@,BOS,W (+1),1,31:56,.269,.269,0.0,9.7,3.9,26.4,0.0,0.0,13.3,18.7,86,128,2.9,-11.8
53,9.0,2024-11-09,25-257,ATL,,CHI,L (-12),0,18:56,.400,.400,0.0,6.0,2.9,14.1,0.0,4.8,16.7,13.1,80,125,1.9,-9.5
54,8.0,2024-11-08,25-256,ATL,@,DET,L (-1),0,7:00,1.000,1.000,0.0,0.0,0.0,0.0,0.0,12.9,66.7,16.4,43,117,0.4,-9.2
55,7.0,2024-11-06,25-254,ATL,,NYK,W (+5),0,12:44,.500,.500,0.0,0.0,0.0,0.0,3.9,0.0,12.5,25.6,86,120,2.9,-9.3
56,6.0,2024-11-04,25-252,ATL,,BOS,L (-30),0,20:42,.510,.400,0.0,20.2,10.0,14.3,8.8,10.5,25.4,15.7,84,95,8.9,8.2
57,5.0,2024-11-03,25-251,ATL,@,NOP,W (+15),0,21:57,.429,.429,6.2,4.5,5.2,5.0,4.5,0.0,22.2,18.0,81,114,3.2,-10.5
58,4.0,2024-11-01,25-249,ATL,,SAC,L (-8),0,29:18,.778,.778,0.0,11.7,5.4,15.0,1.6,2.9,10.0,14.5,133,119,12.2,4.1
59,3.0,2024-10-30,25-247,ATL,@,WAS,L (-13),0,14:42,1.333,1.333,0.0,9.3,4.2,18.6,0.0,0.0,0.0,8.1,257,131,8.8,8.6
60,2.0,2024-10-28,25-245,ATL,,WAS,L (-2),0,2:13,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,0.0,-11.7
61,1.0,2024-10-27,25-244,ATL,@,OKC,L (-24),0,3:03,.532,.000,0.0,36.6,16.7,0.0,0.0,0.0,0.0,23.9,134,126,1.6,-0.2
62,,2024-10-25,25-242,ATL,,CHO,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
63,,2024-10-23,25-240,ATL,,BRK,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
