Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
35,33.0,2025-01-03,26-106,ATL,@,LAL,L (-17),1,35:57,.605,.523,0.0,0.0,0.0,43.5,1.4,0.0,9.9,34.9,122,128,24.7,10.6
36,34.0,2025-01-04,26-107,ATL,@,LAC,L (-26),1,33:50,.577,.563,0.0,13.5,6.2,70.8,1.3,0.0,14.8,24.3,120,121,19.4,3.2
37,35.0,2025-01-07,26-110,ATL,@,UTA,W (+3),1,36:34,.588,.469,0.0,5.8,2.9,67.1,0.0,2.7,8.9,25.7,145,126,27.7,7.0
38,36.0,2025-01-09,26-112,ATL,@,PHO,L (-8),1,33:50,.554,.433,0.0,7.9,3.8,29.7,1.5,0.0,13.7,29.8,113,135,16.0,-6.2
39,37.0,2025-01-14,26-117,ATL,,PHO,W (+5),1,38:07,.579,.516,4.9,3.1,4.2,23.6,3.8,0.0,13.9,44.0,118,115,26.7,6.7
40,,2025-01-15,26-118,ATL,@,CHI,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,38.0,2025-01-18,26-121,ATL,@,BOS,W (+4),1,38:52,.556,.500,0.0,9.2,5.1,49.4,2.5,5.2,16.6,33.4,109,107,22.8,7.6
42,39.0,2025-01-20,26-123,ATL,@,NYK,L (-9),1,35:21,.548,.500,3.2,7.3,5.1,28.0,4.1,2.1,26.8,38.5,95,117,13.0,-0.8
43,40.0,2025-01-22,26-125,ATL,,DET,L (-10),1,40:07,.440,.423,0.0,6.1,2.4,32.6,2.2,0.0,25.3,18.4,80,110,7.8,-6.6
44,41.0,2025-01-23,26-126,ATL,,TOR,L (-3),1,39:11,.434,.421,0.0,3.7,1.6,47.6,0.0,0.0,12.6,25.3,102,124,12.7,-6.8
45,42.0,2025-01-25,26-128,ATL,,TOR,L (-23),1,38:09,.515,.458,2.5,8.6,5.4,18.8,0.0,0.0,41.5,28.0,64,115,1.0,-17.8
46,,2025-01-27,26-130,ATL,@,MIN,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,43.0,2025-01-28,26-131,ATL,,HOU,L (-4),1,34:26,.577,.500,3.0,7.5,5.0,47.8,0.0,0.0,30.5,32.0,94,107,11.4,-2.8
48,44.0,2025-01-30,26-133,ATL,@,CLE,L (-22),1,31:51,.422,.375,0.0,4.2,1.8,45.0,1.5,0.0,10.1,26.4,100,140,11.3,-4.6
49,45.0,2025-02-01,26-135,ATL,@,IND,L (-5),1,36:56,.585,.519,0.0,9.7,4.6,72.0,2.5,0.0,14.7,37.8,123,126,29.2,7.7
50,46.0,2025-02-03,26-137,ATL,@,DET,W (+2),1,34:56,.767,.688,0.0,0.0,0.0,41.7,0.0,0.0,18.4,33.3,135,134,24.9,1.6
51,47.0,2025-02-05,26-139,ATL,,SAS,L (-1),1,42:56,.619,.548,0.0,4.7,2.6,36.4,1.0,0.0,25.8,32.8,107,122,21.1,-3.8
52,48.0,2025-02-07,26-141,ATL,,MIL,W (+5),1,34:55,.496,.455,0.0,8.6,4.3,29.5,2.8,0.0,7.6,32.5,107,110,17.2,-0.8
53,49.0,2025-02-08,26-142,ATL,@,WAS,W (+14),1,34:58,.630,.596,2.9,2.9,2.9,65.9,0.0,0.0,17.8,39.8,117,115,25.6,4.0
54,50.0,2025-02-10,26-144,ATL,@,ORL,W (+6),1,36:35,.473,.382,3.7,13.1,8.7,34.8,1.3,0.0,30.9,35.9,81,111,8.2,-12.8
55,51.0,2025-02-12,26-146,ATL,@,NYK,L (-1),1,44:15,.540,.448,0.0,3.3,1.4,54.4,0.0,0.0,18.5,37.1,115,136,26.1,-3.7
56,52.0,2025-02-20,26-154,ATL,,ORL,L (-6),1,36:50,.586,.536,2.2,5.7,3.8,35.4,1.3,0.0,13.4,40.2,111,118,22.7,7.8
57,53.0,2025-02-23,26-157,ATL,,DET,L (-5),1,38:06,.621,.542,0.0,7.2,3.3,46.3,1.1,0.0,18.6,37.9,120,133,25.7,-1.4
58,54.0,2025-02-24,26-158,ATL,,MIA,W (+12),1,37:48,.359,.286,0.0,7.5,4.0,50.9,0.0,2.9,20.7,22.0,94,100,9.4,-4.7
59,55.0,2025-02-26,26-160,ATL,@,MIA,L (-22),1,35:42,.548,.375,0.0,8.4,4.0,30.2,0.0,0.0,20.5,24.7,110,144,11.6,-9.7
60,56.0,2025-02-28,26-162,ATL,,OKC,L (-16),1,35:15,.556,.429,0.0,9.1,4.6,45.1,3.8,0.0,14.9,23.3,123,124,20.1,3.9
61,57.0,2025-03-03,26-165,ATL,@,MEM,W (+2),1,36:18,.336,.294,0.0,7.6,3.5,41.0,0.0,0.0,21.9,26.2,96,139,7.4,-15.6
62,58.0,2025-03-04,26-166,ATL,,MIL,L (-6),1,35:24,.501,.396,0.0,6.0,2.8,52.2,1.2,0.0,12.5,36.0,109,121,20.7,-1.6
63,59.0,2025-03-06,26-168,ATL,,IND,W (+6),1,35:53,.548,.441,0.0,9.6,4.7,52.7,0.0,0.0,4.7,25.4,137,126,23.2,3.6
