Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
30,30.0,2024-12-23,31-189,CLE,,UTA,W (+11),0,21:15,.500,.500,5.3,28.2,17.4,18.7,2.3,0.0,20.0,20.5,97,107,5.6,-3.8
31,31.0,2024-12-27,31-193,CLE,@,DEN,W (+14),0,15:59,.300,.300,0.0,8.1,4.0,17.7,0.0,0.0,0.0,12.9,102,136,1.9,-9.2
32,32.0,2024-12-30,31-196,CLE,@,GSW,W (+18),0,19:48,.500,.500,0.0,12.8,6.7,29.2,2.3,0.0,25.0,8.3,120,92,4.1,4.5
33,33.0,2024-12-31,31-197,CLE,@,LAL,W (+12),0,18:13,.765,.800,5.9,11.5,8.7,7.1,0.0,0.0,0.0,13.9,156,115,7.9,4.8
34,34.0,2025-01-03,31-200,CLE,@,DAL,W (+12),0,20:15,.833,.833,0.0,8.3,4.8,18.8,0.0,0.0,18.2,22.7,127,125,11.4,5.8
35,35.0,2025-01-05,31-202,CLE,,CHO,W (+10),0,18:22,.714,.714,0.0,11.6,5.9,23.4,0.0,0.0,30.0,23.5,100,111,4.4,-2.1
36,36.0,2025-01-08,31-205,CLE,,OKC,W (+7),0,13:58,.300,.300,0.0,18.6,8.8,15.8,0.0,0.0,16.7,17.6,74,125,-0.3,-11.2
37,37.0,2025-01-09,31-206,CLE,,TOR,W (+6),0,13:26,.500,.500,0.0,0.0,0.0,9.8,0.0,0.0,11.1,29.0,100,137,2.5,-13.1
38,38.0,2025-01-12,31-209,CLE,,IND,L (-15),0,19:35,.583,.583,0.0,0.0,0.0,0.0,2.5,4.3,25.0,18.9,74,107,2.9,-3.9
39,39.0,2025-01-14,31-211,CLE,@,IND,W (+10),0,17:23,.700,.700,13.1,6.3,9.6,0.0,0.0,0.0,16.7,14.1,126,122,4.6,-4.2
40,40.0,2025-01-16,31-213,CLE,@,OKC,L (-20),0,14:25,.336,.286,0.0,14.5,7.6,9.4,0.0,0.0,11.8,23.4,71,129,1.2,-12.3
41,41.0,2025-01-18,31-215,CLE,@,MIN,W (+7),0,29:04,.952,.929,10.8,26.9,18.6,4.9,1.7,0.0,0.0,11.7,198,119,16.8,10.8
42,42.0,2025-01-20,31-217,CLE,,PHO,W (+26),0,23:14,.667,.667,0.0,34.4,14.8,5.9,0.0,0.0,0.0,10.9,142,100,6.3,-0.5
43,43.0,2025-01-22,31-219,CLE,@,HOU,L (-1),0,20:24,.571,.571,8.9,15.7,12.0,0.0,0.0,0.0,12.5,15.9,113,118,4.8,-4.6
44,44.0,2025-01-24,31-221,CLE,@,PHI,L (-3),0,17:50,.417,.417,0.0,18.8,10.1,13.6,2.7,0.0,14.3,16.5,93,129,2.7,-9.2
45,45.0,2025-01-25,31-222,CLE,,HOU,L (-4),0,28:32,1.063,1.111,0.0,15.3,7.9,4.8,1.7,0.0,0.0,14.7,200,134,18.4,14.2
46,46.0,2025-01-27,31-224,CLE,,DET,W (+19),0,19:40,.167,.167,5.4,9.2,7.5,0.0,0.0,0.0,18.2,24.2,37,100,-5.6,-24.3
47,47.0,2025-01-29,31-226,CLE,@,MIA,W (+20),0,28:26,.833,.833,0.0,16.9,8.2,3.8,1.8,0.0,0.0,13.9,170,113,13.2,6.0
48,48.0,2025-01-30,31-227,CLE,,ATL,W (+22),0,17:53,.644,.500,7.5,11.0,9.5,0.0,0.0,0.0,0.0,18.6,148,120,6.3,-5.1
49,49.0,2025-02-02,31-230,CLE,,DAL,W (+43),0,22:06,.929,.929,0.0,7.5,4.5,5.2,0.0,3.6,12.5,15.9,139,101,9.9,3.0
50,50.0,2025-02-04,31-232,CLE,,BOS,L (-7),0,25:08,.630,.500,0.0,7.3,3.7,0.0,0.0,0.0,0.0,7.9,139,120,2.5,-3.3
51,51.0,2025-02-05,31-233,CLE,@,DET,W (+3),0,23:01,.500,.500,5.3,16.0,11.5,6.0,0.0,0.0,12.5,14.0,100,115,3.3,-6.0
52,,2025-02-07,31-235,ATL,,MIL,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,52.0,2025-02-08,31-236,ATL,@,WAS,W (+14),1,26:11,.800,.800,7.8,15.6,11.7,15.3,5.2,0.0,9.1,17.3,143,98,18.1,12.8
54,53.0,2025-02-10,31-238,ATL,@,ORL,W (+6),0,24:20,.457,.357,0.0,19.7,10.5,5.8,0.0,0.0,10.2,18.1,89,113,3.2,-10.2
55,54.0,2025-02-12,31-240,ATL,@,NYK,L (-1),0,33:48,.639,.625,3.1,13.1,7.3,11.1,1.3,4.6,0.0,18.5,144,128,17.1,2.2
56,55.0,2025-02-20,31-248,ATL,,ORL,L (-6),0,26:23,.581,.500,0.0,23.7,10.5,10.3,0.0,0.0,0.0,10.3,136,116,6.2,-2.0
57,56.0,2025-02-23,31-251,ATL,,DET,L (-5),0,35:56,.675,.675,6.4,11.4,8.7,3.9,1.2,2.5,9.1,23.5,123,130,17.7,-0.6
58,57.0,2025-02-24,31-252,ATL,,MIA,W (+12),0,23:38,.611,.611,0.0,19.9,10.7,6.4,0.0,0.0,0.0,16.4,127,94,6.5,0.3
59,58.0,2025-02-26,31-254,ATL,@,MIA,L (-22),0,24:18,.350,.350,0.0,24.7,11.6,11.3,0.0,5.8,9.1,20.4,77,139,3.5,-11.0
60,59.0,2025-02-28,31-256,ATL,,OKC,L (-16),0,28:13,.509,.458,0.0,15.1,7.6,9.4,0.0,0.0,0.0,20.0,114,132,9.0,-3.1
61,,2025-03-03,31-259,ATL,@,MEM,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,60.0,2025-03-04,31-260,ATL,,MIL,L (-6),0,22:41,.364,.364,4.0,9.4,6.5,10.7,0.0,0.0,0.0,19.3,89,123,3.0,-10.2
63,61.0,2025-03-06,31-262,ATL,,IND,W (+6),0,24:48,.800,.800,4.5,23.0,13.7,18.9,0.0,0.0,6.3,27.9,147,123,20.8,14.4
