Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
41,23.0,2024-12-04,30-200,ATL,@,MIL,W (+15),1,23:41,.400,.400,25.9,47.4,36.7,5.5,2.0,6.1,9.1,17.7,104,94,9.9,-3.3
42,22.0,2024-12-02,30-198,ATL,,NOP,W (+12),1,28:46,.699,.667,22.5,36.4,30.8,7.9,3.1,2.9,13.4,10.1,147,94,16.2,5.6
43,21.0,2024-11-30,30-196,ATL,@,CHO,W (+3),1,19:57,.333,.333,23.5,45.4,35.8,7.2,2.5,10.5,0.0,12.9,112,84,9.1,0.5
44,20.0,2024-11-29,30-195,ATL,,CLE,W (+16),1,25:27,.571,.571,14.5,34.9,26.4,5.2,3.7,10.3,12.5,13.2,118,83,13.2,6.6
45,19.0,2024-11-27,30-193,ATL,@,CLE,W (+11),1,18:32,.143,.143,33.8,15.9,24.5,17.9,2.5,0.0,12.5,16.8,96,116,3.9,-9.5
46,18.0,2024-11-25,30-191,ATL,,DAL,L (-10),1,22:23,.721,.714,8.6,16.1,11.9,5.8,2.0,7.3,0.0,14.6,152,114,13.7,5.0
47,17.0,2024-11-22,30-188,ATL,@,CHI,L (-14),1,26:41,.666,.714,18.0,32.7,23.8,17.4,0.0,4.2,0.0,22.4,145,128,20.9,5.7
48,16.0,2024-11-20,30-186,ATL,@,GSW,L (-23),1,22:24,.400,.417,16.2,20.2,18.0,8.8,1.9,7.0,0.0,22.2,98,102,11.1,1.8
49,15.0,2024-11-18,30-184,ATL,@,SAC,W (+1),1,28:28,.651,.667,12.0,46.4,28.8,5.8,0.0,4.3,15.7,20.5,114,106,13.3,-2.2
50,14.0,2024-11-17,30-183,ATL,@,POR,L (-4),1,19:55,.405,.444,31.7,14.8,22.2,24.6,2.4,4.2,0.0,19.4,121,109,9.5,1.0
51,13.0,2024-11-15,30-181,ATL,,WAS,W (+12),1,22:03,.512,.500,24.2,28.8,26.4,5.8,0.0,0.0,9.3,18.4,121,106,10.0,-6.2
52,12.0,2024-11-12,30-178,ATL,@,BOS,W (+1),1,16:52,.705,.727,36.3,27.5,32.8,10.4,5.8,0.0,0.0,30.1,156,111,20.5,18.2
53,11.0,2024-11-09,30-175,ATL,,CHI,L (-12),1,25:35,.635,.571,21.3,17.9,19.6,7.2,0.0,3.5,6.0,27.1,131,122,17.7,1.4
54,10.0,2024-11-08,30-174,ATL,@,DET,L (-1),1,18:40,.298,.300,36.7,32.1,34.7,14.2,0.0,4.9,14.5,28.3,87,114,6.1,-12.0
55,9.0,2024-11-06,30-172,ATL,,NYK,W (+5),1,27:52,1.014,1.000,13.8,8.8,11.6,5.5,0.0,0.0,10.1,14.5,183,128,17.5,3.0
56,8.0,2024-11-04,30-170,ATL,,BOS,L (-30),1,16:47,.333,.333,0.0,31.1,15.4,8.4,0.0,0.0,25.0,9.9,59,118,1.1,-8.5
57,7.0,2024-11-03,30-169,ATL,@,NOP,W (+15),1,20:39,.800,.800,0.0,19.0,11.1,0.0,0.0,4.5,0.0,10.6,159,115,7.6,-1.3
58,6.0,2024-11-01,30-167,ATL,,SAC,L (-8),1,28:48,.794,.778,10.2,27.8,18.3,5.7,0.0,0.0,0.0,13.9,167,121,14.8,1.0
59,5.0,2024-10-30,30-165,ATL,@,WAS,L (-13),1,23:53,.761,.714,0.0,28.7,12.9,0.0,0.0,0.0,20.2,16.4,115,129,7.8,-7.2
60,4.0,2024-10-28,30-163,ATL,,WAS,L (-2),1,24:53,.926,1.000,4.8,13.8,9.4,14.1,1.8,4.1,18.8,18.2,146,116,14.5,2.2
61,3.0,2024-10-27,30-162,ATL,@,OKC,L (-24),1,21:35,.355,.375,21.8,25.9,23.7,15.2,2.2,4.5,0.0,15.2,109,121,8.9,2.0
62,2.0,2024-10-25,30-160,ATL,,CHO,W (+5),1,21:33,1.042,1.000,5.9,24.7,16.9,6.4,2.2,9.9,41.0,9.7,127,108,7.8,0.2
63,1.0,2024-10-23,30-158,ATL,,BRK,W (+4),1,19:31,.600,.600,5.7,32.8,19.6,7.8,2.4,5.1,16.7,12.7,110,106,7.6,0.4
