Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
48,14.0,2024-11-20,23-345,ATL,@,GSW,L (-23),0,23:05,.521,.500,6.3,19.6,12.2,0.0,0.0,3.4,18.8,16.7,90,109,4.8,-6.4
49,13.0,2024-11-18,23-343,ATL,@,SAC,W (+1),0,19:32,.643,.600,0.0,12.3,6.0,0.0,2.5,0.0,0.0,12.7,122,111,5.9,-4.3
50,12.0,2024-11-17,23-342,ATL,@,POR,L (-4),0,28:06,.511,.444,9.0,31.4,21.6,15.9,3.4,6.0,15.7,17.7,111,99,11.9,1.1
51,11.0,2024-11-15,23-340,ATL,,WAS,W (+12),0,25:57,.630,.556,13.7,31.4,22.5,0.0,3.3,5.9,22.5,19.4,109,94,13.8,-2.1
52,10.0,2024-11-12,23-337,ATL,@,BOS,W (+1),0,30:42,.682,.682,13.3,10.1,12.0,8.0,0.0,0.0,21.4,18.1,116,127,10.3,-5.3
53,9.0,2024-11-09,23-334,ATL,,CHI,L (-12),0,22:25,.592,.500,4.9,30.6,17.4,5.8,0.0,0.0,0.0,12.5,133,121,7.7,-2.5
54,8.0,2024-11-08,23-333,ATL,@,DET,L (-1),0,16:49,.571,.571,11.7,21.4,16.0,26.3,0.0,5.4,12.5,18.3,123,115,7.2,-0.8
55,7.0,2024-11-06,23-331,ATL,,NYK,W (+5),0,20:08,.167,.167,9.5,12.2,10.7,28.0,2.4,0.0,0.0,12.2,100,121,3.9,-4.9
56,6.0,2024-11-04,23-329,ATL,,BOS,L (-30),0,22:52,.699,.667,22.3,22.8,22.6,0.0,4.0,0.0,7.2,25.1,133,111,18.0,8.4
57,,2024-11-03,23-328,ATL,@,NOP,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,5.0,2024-11-01,23-326,ATL,,SAC,L (-8),0,19:12,.814,.800,5.1,17.9,11.0,8.1,2.4,4.5,0.0,15.0,171,115,11.9,6.1
59,4.0,2024-10-30,23-324,ATL,@,WAS,L (-13),0,24:07,.200,.200,4.6,11.4,7.7,9.3,0.0,3.9,0.0,8.2,80,128,1.9,-10.8
60,,2024-10-28,23-322,ATL,,WAS,L (-2),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
61,3.0,2024-10-27,23-321,ATL,@,OKC,L (-24),0,23:22,.540,.389,8.1,4.8,6.6,6.9,2.0,0.0,0.0,21.5,132,129,10.7,2.7
62,2.0,2024-10-25,23-319,ATL,,CHO,W (+5),0,26:27,.583,.583,0.0,26.9,15.8,16.2,1.8,0.0,0.0,9.7,132,111,8.3,-0.4
63,1.0,2024-10-23,23-317,ATL,,BRK,W (+4),0,28:29,.956,.917,15.7,15.0,15.3,8.2,0.0,10.5,12.0,24.1,169,114,28.4,13.3
