Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
36,22.0,2024-12-20,30-117,CLE,,MIL,W (+23),0,18:28,.500,.500,0.0,10.6,5.6,27.2,2.5,0.0,22.2,20.3,98,98,5.3,-1.9
37,21.0,2024-12-16,30-113,CLE,@,BRK,W (+29),0,18:57,.873,.900,0.0,6.5,3.3,36.4,5.1,10.8,8.4,27.2,157,95,19.1,28.2
38,20.0,2024-12-13,30-110,CLE,,WAS,W (+10),0,27:45,.490,.333,6.4,13.0,9.2,33.7,1.7,3.8,12.3,23.5,113,104,13.1,2.2
39,19.0,2024-12-08,30-105,CLE,@,MIA,L (-9),0,28:55,.874,.857,0.0,8.1,4.0,20.3,0.0,0.0,0.0,12.0,178,131,11.9,4.3
40,18.0,2024-12-07,30-104,CLE,@,CHO,W (+14),0,23:57,.735,.667,0.0,14.0,7.2,21.1,2.2,4.3,29.6,12.7,123,109,8.3,1.9
41,17.0,2024-12-05,30-102,CLE,,DEN,W (+12),0,26:57,.823,.864,0.0,11.4,5.6,30.9,1.6,0.0,7.3,20.8,155,106,20.4,15.7
42,16.0,2024-12-03,30-100,CLE,,WAS,W (+31),0,24:20,.414,.389,0.0,7.7,4.1,16.0,1.9,0.0,14.2,25.0,81,90,5.0,-6.7
43,15.0,2024-12-01,30-098,CLE,,BOS,W (+4),0,23:25,.591,.591,0.0,25.6,13.7,7.7,2.0,0.0,31.3,30.1,75,107,5.8,-6.3
44,14.0,2024-11-29,30-096,CLE,@,ATL,L (-16),0,20:16,.680,.600,0.0,6.1,2.5,14.2,0.0,0.0,14.5,14.4,124,121,5.2,-0.5
45,,2024-11-27,30-094,CLE,,ATL,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,2024-11-24,30-091,CLE,,TOR,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,,2024-11-20,30-087,CLE,,NOP,W (+28),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,,2024-11-19,30-086,CLE,@,BOS,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,13.0,2024-11-17,30-084,CLE,,CHO,W (+14),0,31:39,.340,.200,9.5,5.4,6.9,7.1,0.0,0.0,25.4,10.9,88,123,0.3,-9.8
50,12.0,2024-11-15,30-082,CLE,,CHI,W (+18),0,26:04,.902,.900,5.0,9.4,7.3,38.7,0.0,0.0,14.1,22.4,164,122,21.5,11.4
51,11.0,2024-11-13,30-080,CLE,@,PHI,W (+8),0,24:59,.394,.313,0.0,11.8,6.3,15.1,2.0,3.9,10.1,18.3,91,111,5.5,-3.9
52,10.0,2024-11-11,30-078,CLE,@,CHI,W (+6),0,24:09,.652,.571,0.0,10.2,4.2,16.1,1.9,0.0,9.8,17.4,129,113,10.6,2.1
53,9.0,2024-11-09,30-076,CLE,,BRK,W (+5),0,31:23,.545,.545,0.0,7.8,4.4,29.8,1.7,9.3,8.3,18.7,117,111,12.1,4.1
54,8.0,2024-11-08,30-075,CLE,,GSW,W (+19),0,21:13,.680,.600,11.9,25.1,19.1,21.8,6.4,4.0,14.5,13.3,150,95,13.7,15.0
55,7.0,2024-11-06,30-073,CLE,@,NOP,W (+9),0,27:47,.615,.615,9.3,16.5,13.1,26.0,1.7,0.0,7.1,21.1,141,125,16.5,5.1
56,,2024-11-04,30-071,CLE,,MIL,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
57,,2024-11-02,30-069,CLE,@,MIL,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,6.0,2024-11-01,30-068,CLE,,ORL,W (+11),0,22:20,.505,.500,0.0,13.2,7.3,45.2,0.0,0.0,13.4,29.4,108,110,9.2,-0.1
59,5.0,2024-10-30,30-066,CLE,,LAL,W (+24),0,21:50,1.000,1.000,0.0,0.0,0.0,30.8,2.1,0.0,11.1,17.6,175,108,16.2,16.7
60,4.0,2024-10-28,30-064,CLE,@,NYK,W (+6),0,26:17,.434,.250,4.7,12.2,8.7,14.7,3.8,0.0,25.8,13.3,92,106,5.5,-1.8
61,3.0,2024-10-26,30-062,CLE,@,WAS,W (+19),0,19:11,1.025,1.000,0.0,0.0,0.0,25.3,0.0,9.4,0.0,10.2,217,122,12.2,13.4
62,2.0,2024-10-25,30-061,CLE,,DET,W (+12),0,19:36,.571,.643,6.3,11.7,9.1,15.2,7.4,5.0,0.0,18.4,121,89,10.9,11.7
63,1.0,2024-10-23,30-059,CLE,@,TOR,W (+30),0,20:38,.962,1.000,0.0,5.5,3.1,28.7,0.0,0.0,0.0,20.6,195,117,18.2,16.3
